,id,WalkScore,description
963,12019,69,Somewhat Walkable
964,12020,3,Car-Dependent
965,12021,69,Somewhat Walkable
966,12022,0,Car-Dependent
967,12023,23,Car-Dependent
968,12024,56,Somewhat Walkable
969,12025,38,Car-Dependent
970,12026,3,Car-Dependent
971,12027,8,Car-Dependent
972,12028,9,Car-Dependent
973,12029,68,Somewhat Walkable
974,12030,53,Somewhat Walkable
975,12031,8,Car-Dependent
976,12032,2,Car-Dependent
977,12033,49,Car-Dependent
978,12034,3,Car-Dependent
979,12035,36,Car-Dependent
980,12036,34,Car-Dependent
981,12038,0,Car-Dependent
982,12039,21,Car-Dependent
983,12040,35,Car-Dependent
984,12041,37,Car-Dependent
985,12042,53,Somewhat Walkable
986,12043,3,Car-Dependent
987,12045,51,Somewhat Walkable
988,12046,0,Car-Dependent
989,12049,7,Car-Dependent
990,12051,0,Car-Dependent
991,12053,5,Car-Dependent
992,12055,2,Car-Dependent
993,12056,0,Car-Dependent
994,12057,27,Car-Dependent
995,12058,5,Car-Dependent
996,12060,46,Car-Dependent
997,12061,34,Car-Dependent
998,12062,34,Car-Dependent
999,12063,47,Car-Dependent
1000,12064,7,Car-Dependent
1001,12065,0,Car-Dependent
1002,12067,20,Car-Dependent
1003,12068,0,Car-Dependent
1004,12069,55,Somewhat Walkable
1005,12070,74,Very Walkable
1006,12071,54,Somewhat Walkable
1007,12072,5,Car-Dependent
1008,12073,53,Somewhat Walkable
1009,12075,69,Somewhat Walkable
1010,12076,53,Somewhat Walkable
1011,12077,0,Car-Dependent
1012,12078,92,Walker's Paradise
1013,12079,59,Somewhat Walkable
1014,12081,50,Car-Dependent
1015,12082,6,Car-Dependent
1016,12083,11,Car-Dependent
1017,12084,5,Car-Dependent
1018,12085,28,Car-Dependent
1019,12086,13,Car-Dependent
1020,12087,10,Car-Dependent
1021,12089,9,Car-Dependent
1022,12090,3,Car-Dependent
1023,12091,21,Car-Dependent
1024,12092,33,Car-Dependent
1025,12093,5,Car-Dependent
1026,12094,0,Car-Dependent
1027,12095,34,Car-Dependent
1028,12096,20,Car-Dependent
1029,12097,58,Somewhat Walkable
1030,12098,0,Car-Dependent
1031,12099,11,Car-Dependent
1032,12100,38,Car-Dependent
1033,12101,5,Car-Dependent
1034,12102,4,Car-Dependent
1035,12103,80,Very Walkable
1036,12104,5,Car-Dependent
1037,12105,28,Car-Dependent
1038,12106,0,Car-Dependent
1039,12107,0,Car-Dependent
1040,12108,1,Car-Dependent
1041,12109,20,Car-Dependent
1042,12110,0,Car-Dependent
1043,12111,27,Car-Dependent
1044,12112,0,Car-Dependent
1045,12113,27,Car-Dependent
1046,12114,40,Car-Dependent
1047,12115,56,Somewhat Walkable
1048,12116,0,Car-Dependent
1049,12117,83,Very Walkable
1050,12118,37,Car-Dependent
1051,12119,27,Car-Dependent
1052,12120,7,Car-Dependent
1053,12121,14,Car-Dependent
1054,12122,45,Car-Dependent
1055,12123,21,Car-Dependent
1056,12124,0,Car-Dependent
1057,12125,76,Very Walkable
1058,12126,6,Car-Dependent
1059,12128,32,Car-Dependent
1060,12129,91,Walker's Paradise
1061,12130,20,Car-Dependent
1062,12131,0,Car-Dependent
1063,12132,70,Very Walkable
1064,12133,34,Car-Dependent
1065,12134,1,Car-Dependent
1066,12135,19,Car-Dependent
1067,12136,39,Car-Dependent
1068,12137,0,Car-Dependent
1069,12138,14,Car-Dependent
1070,12139,5,Car-Dependent
1071,12140,14,Car-Dependent
1072,12141,34,Car-Dependent
1073,12142,8,Car-Dependent
1074,12143,39,Car-Dependent
1075,12144,8,Car-Dependent
1076,12145,47,Car-Dependent
1077,12146,20,Car-Dependent
1078,12147,5,Car-Dependent
1079,12148,58,Somewhat Walkable
1080,12149,6,Car-Dependent
1081,12151,44,Car-Dependent
1082,12152,47,Car-Dependent
1083,12153,9,Car-Dependent
1084,12154,3,Car-Dependent
1085,12155,0,Car-Dependent
1086,12156,1,Car-Dependent
1087,12157,67,Somewhat Walkable
1088,12158,0,Car-Dependent
1089,12159,0,Car-Dependent
1090,12160,53,Somewhat Walkable
1091,12161,1,Car-Dependent
1092,12162,6,Car-Dependent
1093,12163,48,Car-Dependent
1094,12164,44,Car-Dependent
1095,12165,52,Somewhat Walkable
1096,12167,62,Somewhat Walkable
1097,12168,3,Car-Dependent
1098,12169,33,Car-Dependent
1099,12170,49,Car-Dependent
1100,12171,4,Car-Dependent
1101,12172,0,Car-Dependent
1102,12173,50,Car-Dependent
1103,12175,57,Somewhat Walkable
1104,12176,76,Very Walkable
1105,12177,81,Very Walkable
1106,12178,26,Car-Dependent
1107,12179,11,Car-Dependent
1108,12180,4,Car-Dependent
1109,12181,12,Car-Dependent
1110,12182,11,Car-Dependent
1111,12183,7,Car-Dependent
1112,12185,1,Car-Dependent
1113,12186,33,Car-Dependent
1114,12187,28,Car-Dependent
1115,12188,0,Car-Dependent
1116,12189,36,Car-Dependent
1117,12190,0,Car-Dependent
1118,12191,1,Car-Dependent
1119,12192,46,Car-Dependent
1120,12193,51,Somewhat Walkable
1121,12194,21,Car-Dependent
1122,12195,2,Car-Dependent
1123,12196,10,Car-Dependent
1124,12197,84,Very Walkable
1125,12198,32,Car-Dependent
1126,12199,60,Somewhat Walkable
1127,12200,47,Car-Dependent
1128,12201,7,Car-Dependent
1129,12202,74,Very Walkable
1130,12203,62,Somewhat Walkable
1131,12204,7,Car-Dependent
1132,12205,7,Car-Dependent
1133,12206,19,Car-Dependent
1134,12208,3,Car-Dependent
1135,12209,65,Somewhat Walkable
1136,12210,58,Somewhat Walkable
1137,12213,15,Car-Dependent
1138,12214,13,Car-Dependent
1139,12215,7,Car-Dependent
1140,12216,0,Car-Dependent
1141,12217,86,Very Walkable
1142,12218,0,Car-Dependent
1143,12219,12,Car-Dependent
1144,12220,0,Car-Dependent
1145,12221,88,Very Walkable
1146,12222,56,Somewhat Walkable
1147,12223,2,Car-Dependent
1148,12224,49,Car-Dependent
1149,12225,17,Car-Dependent
1150,12226,24,Car-Dependent
1151,12227,46,Car-Dependent
1152,12228,75,Very Walkable
1153,12229,6,Car-Dependent
1154,12230,8,Car-Dependent
1155,12231,0,Car-Dependent
1156,12233,43,Car-Dependent
1157,12234,53,Somewhat Walkable
1158,12235,49,Car-Dependent
1159,12236,44,Car-Dependent
1160,12237,4,Car-Dependent
1161,12238,10,Car-Dependent
1162,12240,6,Car-Dependent
1163,12241,38,Car-Dependent
1164,12242,8,Car-Dependent
1165,12243,0,Car-Dependent
1166,12244,19,Car-Dependent
1167,12245,2,Car-Dependent
1168,12246,6,Car-Dependent
1169,12248,0,Car-Dependent
1170,12249,5,Car-Dependent
1171,12250,0,Car-Dependent
1172,12251,1,Car-Dependent
1173,12252,45,Car-Dependent
1174,12253,3,Car-Dependent
1175,12254,6,Car-Dependent
1176,12255,6,Car-Dependent
1177,12256,68,Somewhat Walkable
1178,12257,5,Car-Dependent
1179,12260,60,Somewhat Walkable
1180,12261,0,Car-Dependent
1181,12262,70,Very Walkable
1182,12263,43,Car-Dependent
1183,12264,88,Very Walkable
1184,12265,60,Somewhat Walkable
1185,12266,13,Car-Dependent
1186,12267,0,Car-Dependent
1187,12268,50,Car-Dependent
1188,12269,48,Car-Dependent
1189,12270,6,Car-Dependent
1190,12271,0,Car-Dependent
1191,12272,8,Car-Dependent
1192,12273,33,Car-Dependent
1193,12274,6,Car-Dependent
1194,12275,52,Somewhat Walkable
1195,12277,26,Car-Dependent
1196,12278,19,Car-Dependent
1197,12279,23,Car-Dependent
1198,12281,40,Car-Dependent
1199,12282,5,Car-Dependent
1200,12283,0,Car-Dependent
1201,12284,87,Very Walkable
1202,12285,0,Car-Dependent
1203,12286,6,Car-Dependent
1204,12287,0,Car-Dependent
1205,12288,9,Car-Dependent
1206,12289,16,Car-Dependent
1207,12290,5,Car-Dependent
1208,12291,21,Car-Dependent
1209,12292,9,Car-Dependent
1210,12293,4,Car-Dependent
1211,12294,47,Car-Dependent
1212,12295,7,Car-Dependent
1213,12296,55,Somewhat Walkable
1214,12297,35,Car-Dependent
1215,12298,3,Car-Dependent
1216,12299,2,Car-Dependent
1217,12300,7,Car-Dependent
1218,12301,46,Car-Dependent
1219,12302,10,Car-Dependent
1220,12303,5,Car-Dependent
1221,12305,3,Car-Dependent
1222,12306,0,Car-Dependent
1223,12307,9,Car-Dependent
1224,12308,3,Car-Dependent
1225,12309,24,Car-Dependent
1226,12310,52,Somewhat Walkable
1227,12311,39,Car-Dependent
1228,12312,22,Car-Dependent
1229,12313,0,Car-Dependent
1230,12314,36,Car-Dependent
1231,12315,64,Somewhat Walkable
1232,12316,0,Car-Dependent
1233,12317,64,Somewhat Walkable
1234,12318,45,Car-Dependent
1235,12319,3,Car-Dependent
1236,12320,61,Somewhat Walkable
1237,12321,2,Car-Dependent
1238,12322,52,Somewhat Walkable
1239,12323,1,Car-Dependent
1240,12324,69,Somewhat Walkable
1241,12325,93,Walker's Paradise
1242,12326,29,Car-Dependent
1243,12327,52,Somewhat Walkable
1244,12328,52,Somewhat Walkable
1245,12329,52,Somewhat Walkable
1246,12330,28,Car-Dependent
1247,12331,25,Car-Dependent
1248,12332,17,Car-Dependent
1249,12333,1,Car-Dependent
1250,12334,41,Car-Dependent
1251,12335,0,Car-Dependent
1252,12336,32,Car-Dependent
1253,12337,53,Somewhat Walkable
1254,12338,7,Car-Dependent
1255,12339,55,Somewhat Walkable
1256,12340,21,Car-Dependent
1257,12341,43,Car-Dependent
1258,12342,75,Very Walkable
1259,12343,46,Car-Dependent
1260,12344,8,Car-Dependent
1261,12345,6,Car-Dependent
1262,12346,0,Car-Dependent
1263,12347,42,Car-Dependent
1264,12348,6,Car-Dependent
1265,12349,1,Car-Dependent
1266,12350,44,Car-Dependent
1267,12351,1,Car-Dependent
1268,12352,1,Car-Dependent
1269,12353,66,Somewhat Walkable
1270,12354,70,Somewhat Walkable
1271,12355,47,Car-Dependent
1272,12356,56,Somewhat Walkable
1273,12357,38,Car-Dependent
1274,12359,22,Car-Dependent
1275,12360,23,Car-Dependent
1276,12361,25,Car-Dependent
1277,12362,24,Car-Dependent
1278,12363,57,Somewhat Walkable
1279,12364,0,Car-Dependent
1280,12365,34,Car-Dependent
1281,12366,33,Car-Dependent
1282,12367,48,Car-Dependent
1283,12368,13,Car-Dependent
1284,12369,19,Car-Dependent
1285,12370,13,Car-Dependent
1286,12371,12,Car-Dependent
1287,12372,0,Car-Dependent
1288,12373,3,Car-Dependent
1289,12374,11,Car-Dependent
1290,12375,45,Car-Dependent
1291,12376,13,Car-Dependent
1292,12377,72,Very Walkable
1293,12378,51,Somewhat Walkable
1294,12379,83,Very Walkable
1295,12380,8,Car-Dependent
1296,12381,42,Car-Dependent
1297,12382,12,Car-Dependent
1298,12383,52,Somewhat Walkable
1299,12384,14,Car-Dependent
1300,12385,57,Somewhat Walkable
1301,12386,2,Car-Dependent
1302,12387,10,Car-Dependent
1303,12388,75,Very Walkable
1304,12389,57,Somewhat Walkable
1305,12390,25,Car-Dependent
1306,12391,1,Car-Dependent
1307,12392,1,Car-Dependent
1308,12393,10,Car-Dependent
1309,12394,58,Somewhat Walkable
1310,12395,51,Somewhat Walkable
1311,12397,13,Car-Dependent
1312,12399,0,Car-Dependent
1313,12400,44,Car-Dependent
1314,12401,22,Car-Dependent
1315,12402,38,Car-Dependent
1316,12403,0,Car-Dependent
1317,12404,12,Car-Dependent
1318,12405,7,Car-Dependent
1319,12406,56,Somewhat Walkable
1320,12407,8,Car-Dependent
1321,12408,54,Somewhat Walkable
1322,12409,20,Car-Dependent
1323,12410,73,Very Walkable
1324,12411,63,Somewhat Walkable
1325,12414,0,Car-Dependent
1326,12415,9,Car-Dependent
1327,12416,23,Car-Dependent
1328,12417,21,Car-Dependent
1329,12418,1,Car-Dependent
1330,12419,9,Car-Dependent
1331,12420,4,Car-Dependent
1332,12421,0,Car-Dependent
1333,12422,25,Car-Dependent
1334,12423,9,Car-Dependent
1335,12424,1,Car-Dependent
1336,12426,15,Car-Dependent
1337,12427,16,Car-Dependent
1338,12428,6,Car-Dependent
1339,12429,65,Somewhat Walkable
1340,12430,0,Car-Dependent
1341,12431,77,Very Walkable
1342,12432,11,Car-Dependent
1343,12433,14,Car-Dependent
1344,12434,0,Car-Dependent
1345,12436,3,Car-Dependent
1346,12437,0,Car-Dependent
1347,12438,29,Car-Dependent
1348,12439,1,Car-Dependent
1349,12440,67,Somewhat Walkable
1350,12441,12,Car-Dependent
1351,12442,0,Car-Dependent
1352,12443,84,Very Walkable
1353,12444,8,Car-Dependent
1354,12445,6,Car-Dependent
1355,12446,24,Car-Dependent
1356,12447,0,Car-Dependent
1357,12448,0,Car-Dependent
1358,12449,7,Car-Dependent
1359,12450,10,Car-Dependent
1360,12451,65,Somewhat Walkable
1361,12452,8,Car-Dependent
1362,12453,0,Car-Dependent
1363,12454,0,Car-Dependent
1364,12455,6,Car-Dependent
1365,12456,1,Car-Dependent
1366,12457,63,Somewhat Walkable
1367,12458,75,Very Walkable
1368,12459,27,Car-Dependent
1369,12460,47,Car-Dependent
1370,12461,65,Somewhat Walkable
1371,12462,61,Somewhat Walkable
1372,12463,66,Somewhat Walkable
1373,12464,2,Car-Dependent
1374,12465,0,Car-Dependent
1375,12466,7,Car-Dependent
1376,12467,85,Very Walkable
1377,12468,5,Car-Dependent
1378,12469,85,Very Walkable
1379,12470,27,Car-Dependent
1380,12471,2,Car-Dependent
1381,12473,35,Car-Dependent
1382,12474,90,Very Walkable
1383,12475,81,Very Walkable
1384,12477,92,Walker's Paradise
1385,13080,49,Car-Dependent
1386,13081,31,Car-Dependent
1387,13082,18,Car-Dependent
1388,13084,43,Car-Dependent
1389,13085,75,Very Walkable
1390,13086,49,Car-Dependent
1391,13087,61,Somewhat Walkable
1392,13088,52,Somewhat Walkable
1393,13089,31,Car-Dependent
1394,13090,15,Car-Dependent
1395,13091,4,Car-Dependent
1396,13092,43,Car-Dependent
1397,13093,0,Car-Dependent
1398,13094,14,Car-Dependent
1399,13097,20,Car-Dependent
1400,13098,79,Very Walkable
1401,13099,0,Car-Dependent
1402,13101,7,Car-Dependent
1403,13102,83,Very Walkable
1404,13103,5,Car-Dependent
1405,13104,12,Car-Dependent
1406,13105,90,Very Walkable
1407,13106,0,Car-Dependent
1408,13107,71,Very Walkable
1409,13108,51,Somewhat Walkable
1410,13109,10,Car-Dependent
1411,13110,14,Car-Dependent
1412,13111,11,Car-Dependent
1413,13112,8,Car-Dependent
1414,13113,48,Car-Dependent
1415,13114,52,Somewhat Walkable
1416,13115,11,Car-Dependent
1417,13116,43,Car-Dependent
1418,13117,20,Car-Dependent
1419,13118,9,Car-Dependent
1420,13120,3,Car-Dependent
1421,13121,27,Car-Dependent
1422,13122,50,Somewhat Walkable
1423,13123,74,Very Walkable
1424,13124,49,Car-Dependent
1425,13125,3,Car-Dependent
1426,13126,16,Car-Dependent
1427,13127,56,Somewhat Walkable
1428,13128,9,Car-Dependent
1429,13129,3,Car-Dependent
1430,13130,89,Very Walkable
1431,13131,47,Car-Dependent
1432,13132,39,Car-Dependent
1433,13133,3,Car-Dependent
1434,13134,1,Car-Dependent
1435,13136,78,Very Walkable
1436,13137,47,Car-Dependent
1437,13138,0,Car-Dependent
1438,13139,48,Car-Dependent
1439,13140,15,Car-Dependent
1440,13142,32,Car-Dependent
1441,13143,33,Car-Dependent
1442,13145,45,Car-Dependent
1443,13146,77,Very Walkable
1444,13147,3,Car-Dependent
1445,13148,0,Car-Dependent
1446,13149,63,Somewhat Walkable
1447,13150,29,Car-Dependent
1448,13151,51,Somewhat Walkable
1449,13152,50,Somewhat Walkable
1450,13153,13,Car-Dependent
1451,13154,39,Car-Dependent
1452,13155,11,Car-Dependent
1453,13156,2,Car-Dependent
1454,13157,49,Car-Dependent
1455,13158,48,Car-Dependent
1456,13160,29,Car-Dependent
1457,13161,82,Very Walkable
1458,13162,11,Car-Dependent
1459,13163,3,Car-Dependent
1460,13164,44,Car-Dependent
1461,13165,54,Somewhat Walkable
1462,13167,57,Somewhat Walkable
1463,13168,17,Car-Dependent
1464,13169,53,Somewhat Walkable
1465,13171,75,Very Walkable
1466,13172,48,Car-Dependent
1467,13173,59,Somewhat Walkable
1468,13174,53,Somewhat Walkable
1469,13175,15,Car-Dependent
1470,13176,9,Car-Dependent
1471,13177,26,Car-Dependent
1472,13178,35,Car-Dependent
1473,13179,65,Somewhat Walkable
1474,13180,4,Car-Dependent
1475,13181,71,Very Walkable
1476,13182,0,Car-Dependent
1477,13183,25,Car-Dependent
1478,13184,61,Somewhat Walkable
1479,13186,76,Very Walkable
1480,13187,12,Car-Dependent
1481,13188,28,Car-Dependent
1482,13189,77,Very Walkable
1483,13190,0,Car-Dependent
1484,13192,67,Somewhat Walkable
1485,13193,0,Car-Dependent
1486,13194,57,Somewhat Walkable
1487,13195,56,Somewhat Walkable
1488,13196,48,Car-Dependent
1489,13197,54,Somewhat Walkable
1490,13198,2,Car-Dependent
1491,13199,59,Somewhat Walkable
1492,13201,27,Car-Dependent
1493,13202,48,Car-Dependent
1494,13203,0,Car-Dependent
1495,13204,8,Car-Dependent
1496,13205,56,Somewhat Walkable
1497,13206,6,Car-Dependent
1498,13207,0,Car-Dependent
1499,13208,1,Car-Dependent
1500,13209,51,Somewhat Walkable
1501,13210,11,Car-Dependent
1502,13211,80,Very Walkable
1503,13212,2,Car-Dependent
1504,13213,56,Somewhat Walkable
1505,13215,23,Car-Dependent
1506,13216,51,Somewhat Walkable
1507,13217,7,Car-Dependent
1508,13218,50,Car-Dependent
1509,13219,45,Car-Dependent
1510,13220,40,Car-Dependent
1511,13222,46,Car-Dependent
1512,13223,57,Somewhat Walkable
1513,13224,90,Walker's Paradise
1514,13225,2,Car-Dependent
1515,13226,0,Car-Dependent
1516,13227,89,Very Walkable
1517,13228,31,Car-Dependent
1518,13229,0,Car-Dependent
1519,13230,42,Car-Dependent
1520,13231,4,Car-Dependent
1521,13232,0,Car-Dependent
1522,13233,46,Car-Dependent
1523,13234,32,Car-Dependent
1524,13235,61,Somewhat Walkable
1525,13236,0,Car-Dependent
1526,13237,12,Car-Dependent
1527,13238,28,Car-Dependent
1528,13239,48,Car-Dependent
1529,13240,5,Car-Dependent
1530,13245,41,Car-Dependent
1531,13246,85,Very Walkable
1532,13247,4,Car-Dependent
1533,13248,62,Somewhat Walkable
1534,13250,12,Car-Dependent
1535,13251,67,Somewhat Walkable
1536,13252,73,Very Walkable
1537,13253,87,Very Walkable
1538,13256,29,Car-Dependent
1539,13257,38,Car-Dependent
1540,13260,36,Car-Dependent
1541,13261,46,Car-Dependent
1542,13262,1,Car-Dependent
1543,13263,8,Car-Dependent
1544,13264,58,Somewhat Walkable
1545,13265,68,Somewhat Walkable
1546,13267,46,Car-Dependent
1547,13268,80,Very Walkable
1548,13269,37,Car-Dependent
1549,13272,30,Car-Dependent
1550,13274,49,Car-Dependent
1551,13275,40,Car-Dependent
1552,13276,19,Car-Dependent
1553,13277,24,Car-Dependent
1554,13281,70,Very Walkable
1555,13282,19,Car-Dependent
1556,13284,11,Car-Dependent
1557,13285,4,Car-Dependent
1558,13286,51,Somewhat Walkable
1559,13287,57,Somewhat Walkable
1560,13288,10,Car-Dependent
1561,13289,65,Somewhat Walkable
1562,13292,34,Car-Dependent
1563,13293,3,Car-Dependent
1564,13294,0,Car-Dependent
1565,13295,12,Car-Dependent
1566,13296,59,Somewhat Walkable
1567,13297,23,Car-Dependent
1568,13298,34,Car-Dependent
1569,13299,37,Car-Dependent
1570,13300,52,Somewhat Walkable
1571,13301,58,Somewhat Walkable
1572,13302,19,Car-Dependent
1573,13303,53,Somewhat Walkable
1574,13304,83,Very Walkable
1575,13305,8,Car-Dependent
1576,13306,68,Somewhat Walkable
1577,13307,37,Car-Dependent
1578,13308,0,Car-Dependent
1579,13309,26,Car-Dependent
1580,13310,38,Car-Dependent
1581,13311,18,Car-Dependent
1582,13312,50,Somewhat Walkable
1583,13313,0,Car-Dependent
1584,13314,45,Car-Dependent
1585,13315,91,Walker's Paradise
1586,13316,0,Car-Dependent
1587,13317,84,Very Walkable
1588,13318,25,Car-Dependent
1589,13319,66,Somewhat Walkable
1590,13320,13,Car-Dependent
1591,13321,75,Very Walkable
1592,13322,22,Car-Dependent
1593,13323,50,Somewhat Walkable
1594,13325,79,Very Walkable
1595,13326,27,Car-Dependent
1596,13327,1,Car-Dependent
1597,13328,0,Car-Dependent
1598,13329,4,Car-Dependent
1599,13330,5,Car-Dependent
1600,13331,78,Very Walkable
1601,13332,58,Somewhat Walkable
1602,13333,4,Car-Dependent
1603,13334,4,Car-Dependent
1604,13335,41,Car-Dependent
1605,13336,6,Car-Dependent
1606,13337,61,Somewhat Walkable
1607,13338,0,Car-Dependent
1608,13340,62,Somewhat Walkable
1609,13341,20,Car-Dependent
1610,13342,5,Car-Dependent
1611,13343,57,Somewhat Walkable
1612,13346,49,Car-Dependent
1613,13347,6,Car-Dependent
1614,13348,7,Car-Dependent
1615,13350,31,Car-Dependent
1616,13351,75,Very Walkable
1617,13353,12,Car-Dependent
1618,13354,71,Very Walkable
1619,13355,0,Car-Dependent
1620,13356,2,Car-Dependent
1621,13357,0,Car-Dependent
1622,13358,51,Somewhat Walkable
1623,13359,33,Car-Dependent
1624,13360,8,Car-Dependent
1625,13361,80,Very Walkable
1626,13362,78,Very Walkable
1627,13363,69,Somewhat Walkable
1628,13366,37,Car-Dependent
1629,13367,0,Car-Dependent
1630,13368,80,Very Walkable
1631,13370,59,Somewhat Walkable
1632,13371,69,Somewhat Walkable
1633,13372,35,Car-Dependent
1634,13373,16,Car-Dependent
1635,13374,0,Car-Dependent
1636,13375,89,Very Walkable
1637,13376,41,Car-Dependent
1638,13377,37,Car-Dependent
1639,13378,0,Car-Dependent
1640,13380,18,Car-Dependent
1641,13381,23,Car-Dependent
1642,13383,38,Car-Dependent
1643,13385,63,Somewhat Walkable
1644,13388,0,Car-Dependent
1645,13389,37,Car-Dependent
1646,13390,58,Somewhat Walkable
1647,13391,35,Car-Dependent
1648,13392,39,Car-Dependent
1649,13393,21,Car-Dependent
1650,13396,29,Car-Dependent
1651,13398,59,Somewhat Walkable
1652,13399,12,Car-Dependent
1653,13400,11,Car-Dependent
1654,13401,18,Car-Dependent
1655,13402,76,Very Walkable
1656,13403,24,Car-Dependent
1657,13404,62,Somewhat Walkable
1658,13408,0,Car-Dependent
1659,13409,38,Car-Dependent
1660,13410,71,Very Walkable
1661,13411,54,Somewhat Walkable
1662,13412,8,Car-Dependent
1663,13413,76,Very Walkable
1664,13415,22,Car-Dependent
1665,13416,48,Car-Dependent
1666,13417,36,Car-Dependent
1667,13418,30,Car-Dependent
1668,13419,65,Somewhat Walkable
1669,13420,61,Somewhat Walkable
1670,13421,71,Very Walkable
1671,13422,22,Car-Dependent
1672,13423,74,Very Walkable
1673,13426,35,Car-Dependent
1674,13427,50,Somewhat Walkable
1675,13429,29,Car-Dependent
1676,13431,41,Car-Dependent
1677,13432,58,Somewhat Walkable
1678,13433,8,Car-Dependent
1679,13434,72,Very Walkable
1680,13436,39,Car-Dependent
1681,13437,0,Car-Dependent
1682,13438,12,Car-Dependent
1683,13439,0,Car-Dependent
1684,13440,68,Somewhat Walkable
1685,13441,56,Somewhat Walkable
1686,13442,55,Somewhat Walkable
1687,13443,3,Car-Dependent
1688,13444,0,Car-Dependent
1689,13445,33,Car-Dependent
1690,13446,79,Very Walkable
1691,13450,45,Car-Dependent
1692,13451,42,Car-Dependent
1693,13453,65,Somewhat Walkable
1694,13455,73,Very Walkable
1695,13456,13,Car-Dependent
1696,13458,35,Car-Dependent
1697,13459,62,Somewhat Walkable
1698,13460,40,Car-Dependent
1699,13462,47,Car-Dependent
1700,13463,46,Car-Dependent
1701,13466,3,Car-Dependent
1702,13468,79,Very Walkable
1703,13469,0,Car-Dependent
1704,13470,3,Car-Dependent
1705,13471,35,Car-Dependent
1706,13472,4,Car-Dependent
1707,13473,33,Car-Dependent
1708,13474,52,Somewhat Walkable
1709,13475,64,Somewhat Walkable
1710,13476,48,Car-Dependent
1711,13477,4,Car-Dependent
1712,13478,52,Somewhat Walkable
1713,13481,4,Car-Dependent
1714,13482,7,Car-Dependent
1715,13483,20,Car-Dependent
1716,13486,2,Car-Dependent
1717,13487,98,Walker's Paradise
1718,13488,31,Car-Dependent
1719,13489,62,Somewhat Walkable
1720,13490,31,Car-Dependent
1721,13491,28,Car-Dependent
1722,13493,1,Car-Dependent
1723,13494,61,Somewhat Walkable
1724,13495,61,Somewhat Walkable
1725,13496,74,Very Walkable
1726,13497,86,Very Walkable
1727,13498,37,Car-Dependent
1728,13499,10,Car-Dependent
1729,13500,7,Car-Dependent
1730,13501,54,Somewhat Walkable
1731,13502,52,Somewhat Walkable
1732,13503,98,Walker's Paradise
1733,13509,7,Car-Dependent
1734,13510,32,Car-Dependent
1735,13511,54,Somewhat Walkable
1736,13512,8,Car-Dependent
1737,13513,20,Car-Dependent
1738,13514,75,Very Walkable
1739,13515,74,Very Walkable
1740,13517,90,Very Walkable
1741,13518,72,Very Walkable
1742,13519,33,Car-Dependent
1743,13520,0,Car-Dependent
1744,13521,13,Car-Dependent
1745,13522,78,Very Walkable
1746,13523,56,Somewhat Walkable
1747,13524,49,Car-Dependent
1748,13525,78,Very Walkable
1749,13526,16,Car-Dependent
1750,13527,3,Car-Dependent
1751,13529,54,Somewhat Walkable
1752,13530,53,Somewhat Walkable
1753,13531,5,Car-Dependent
1754,13532,0,Car-Dependent
1755,13533,4,Car-Dependent
1756,13535,22,Car-Dependent
1757,13536,4,Car-Dependent
1758,13537,0,Car-Dependent
1759,13538,9,Car-Dependent
1760,13539,57,Somewhat Walkable
1761,13540,63,Somewhat Walkable
1762,13542,54,Somewhat Walkable
1763,13543,2,Car-Dependent
1764,13544,0,Car-Dependent
1765,13546,19,Car-Dependent
1766,13548,0,Car-Dependent
1767,13549,88,Very Walkable
1768,13550,28,Car-Dependent
1769,13551,57,Somewhat Walkable
1770,13552,39,Car-Dependent
1771,13553,59,Somewhat Walkable
1772,13554,24,Car-Dependent
1773,13555,38,Car-Dependent
1774,13556,10,Car-Dependent
1775,13557,11,Car-Dependent
1776,13558,49,Car-Dependent
1777,13559,14,Car-Dependent
1778,13560,2,Car-Dependent
1779,13561,82,Very Walkable
1780,13562,34,Car-Dependent
1781,13563,76,Very Walkable
1782,13564,6,Car-Dependent
1783,13565,15,Car-Dependent
1784,13566,84,Very Walkable
1785,13567,77,Very Walkable
1786,13568,48,Car-Dependent
1787,13569,32,Car-Dependent
1788,13571,73,Very Walkable
1789,13572,61,Somewhat Walkable
1790,13573,79,Very Walkable
1791,13574,15,Car-Dependent
1792,13577,87,Very Walkable
1793,13579,3,Car-Dependent
1794,13580,89,Very Walkable
1795,13581,60,Somewhat Walkable
1796,13582,35,Car-Dependent
1797,13583,0,Car-Dependent
1798,13584,70,Very Walkable
1799,13585,44,Car-Dependent
1800,13587,7,Car-Dependent
1801,13588,0,Car-Dependent
1802,13589,15,Car-Dependent
1803,13590,18,Car-Dependent
1804,13592,55,Somewhat Walkable
1805,13593,0,Car-Dependent
1806,13594,19,Car-Dependent
1807,13595,36,Car-Dependent
1808,13596,50,Somewhat Walkable
1809,13599,53,Somewhat Walkable
1810,13600,49,Car-Dependent
1811,13601,20,Car-Dependent
1812,13603,31,Car-Dependent
1813,13604,52,Somewhat Walkable
1814,13605,98,Walker's Paradise
1815,13606,79,Very Walkable
1816,13607,27,Car-Dependent
1817,13608,59,Somewhat Walkable
1818,13609,24,Car-Dependent
1819,13610,58,Somewhat Walkable
1820,13611,69,Somewhat Walkable
1821,13612,73,Very Walkable
1822,13615,36,Car-Dependent
1823,13619,7,Car-Dependent
1824,13620,0,Car-Dependent
